title,date,star,text
Service impeccable merci,2021-01-11T15:27:31Z,5,
equipe tres sympathique et competent!!,2021-01-11T15:21:48Z,5,
Service et accueil très sympathiques…,2021-01-11T15:21:00Z,4,Service et accueil très sympathiques Très professionnel et rapide
Très rapide et concret,2021-01-11T15:18:00Z,4,
Très bien,2021-01-11T15:14:59Z,5,Bonne communication
Tres bon conseil de la part de la…,2021-01-11T15:13:49Z,5,Tres bon conseil de la part de la conseillere cofidis Bon suivi
Service rapide !,2021-01-11T15:10:37Z,4,
Excellent,2021-01-11T15:09:33Z,5,Démarche ludique rapide simplifiée Aucune mauvaise surprise tout est très clair
Parfait,2021-01-11T15:08:32Z,5,Rien à redire parfait
très satisfaite,2021-01-11T15:07:01Z,4,
Merci,2021-01-11T15:02:10Z,5,Merci Cofidis pour mon crédit c’est rapide très simple encore merci
Très bian,2021-01-11T15:01:18Z,5,Très bian très rapide
Facilité pour joindre un conseiller et…,2021-01-11T15:00:35Z,5,Facilité pour joindre un conseiller et réponses apportées claires.
Crédit obtenu rapidement,2021-01-11T14:59:20Z,5,"Crédit obtenu rapidement, personnel très réactif et compétent !"
Très rapide prise de décision et délai…,2021-01-11T14:59:11Z,5,Très rapide prise de décision et délai de versement minime
Très professionnel et courtois,2021-01-11T14:58:31Z,5,Accueil très courtois du conseiller et très explicite
parfait,2021-01-11T14:57:49Z,5,parfait ! réponse positive à ma demande de crédit et dans un délai rapide
très sympa et content que ma demande a…,2021-01-11T14:57:15Z,5,très sympa et content que ma demande a était accepter sa ma bien dépanner je suis très satisfait de Cofidis.
A l'écoute,2021-01-11T14:54:51Z,5,"A l'écoute, rapides et efficaces"
Je rigole quand je vois le tri effectué…,2021-01-10T19:34:26Z,1,Je rigole quand je vois le tri effectué dans les avis ! Ils ne font ressortir et même suppriment les avis négatifs ! Super sérieux cofidis continuez de faire des pubs de merdes mais également dans être optique de nous faisons ressortir que le meilleur !
Je suis très satisfait et content…,2021-01-08T23:49:23Z,5,Je suis très satisfait et content rapide ouvert à tous et fait confiance à cofidis sincère merci pour tous si vous êtes honnête réglo avec cofidis ya vraiment pas de soucis pour obtenir ce que vous désirez et être embauché avoir un salaire fixe c est un bon avantage et de leur donner confiance aussi voilà merci cofidis
Parfait.,2021-01-08T12:03:46Z,5,"Le temps de traitement de ma demande de prêt était très rapide et mes fonds m’ont été versés dans de très brefs délais.Le processus de saisie en ligne est très simple et pratique.Le service client (téléphonique et par e-mail) est également très disponible: les conseillers étant très à l’écoute et attentifs, chacune de mes questions ont reçu des réponses claires et j’ai été correctement accompagnée à travers les étapes de cette demande de prêt."
J ai eu un souci est j ai fait une…,2021-01-08T09:11:33Z,5,J ai eu un souci est j ai fait une demande de prêt ça à été acceptée est très rapide
Tout c'est très bien passé,2021-01-07T12:51:15Z,4,"Tout c'est très bien passé, rien de négatif...."
Rapide et efficace.,2021-01-07T11:43:03Z,5,
Je suis satisfaite du service Cofidis,2021-01-07T08:11:01Z,5,"Je suis satisfaite du service Cofidis, les interlocuteurs très aimables qui répondent à toutes questions utiles concernant les prêts.Merci."
Très bon services et réactivité,2021-01-07T08:05:56Z,5,Très bon services et réactivité. Simple et efficace Félicitations !
Excellent accueil personnel compétent…,2021-01-07T07:45:49Z,5,Excellent accueil personnel compétent et rapide 👍
impec comme d hab,2021-01-07T07:19:45Z,5,
Très bon organisme !!,2021-01-06T19:43:58Z,5,Très bon organisme !!Je le recommande !!
simple et rapide,2021-01-06T18:22:21Z,4,
excellent,2021-01-06T16:19:35Z,5,excellent rien à rajouter
Conforme à leurs annonces,2021-01-06T14:43:19Z,5,"Accompagnement - Explication - Rapidité et clarté des choix - Cofidis s'occupe de tout (remboursement prêt,...)"
"Bonjour,",2021-01-06T11:38:25Z,5,"Bonjour,Je suis contente du traitement de mon prêt Cofidis. En effet, le traitement a été très rapide, mon conseiller m'a avisé très rapidement du déroulement de mon dossier. Je recommande Cofidis."
Rapide et très concurrentiel,2021-01-06T11:21:20Z,5,Rapide et très concurrentiel. Agréable au téléphone ce qui ne gâte rien.
Trs bon service,2021-01-06T10:31:27Z,5,"Trs bon service, très bon conseiller par téléphone"
Cofidis est toujours à notre écoute et…,2021-01-06T09:55:21Z,5,Cofidis est toujours à notre écoute et apporte des solutions rapidement.
Avis très favorable,2021-01-06T09:53:04Z,5,"Avis très favorable dans la mesure où Cofidis m'a accordé un financement. Même si les conditions était favorable à un accord, je suis reconnaissance de la confiance que Cofidis m'a témoignée."
Cofidis m’accompagne très bien dans mes…,2021-01-06T09:44:39Z,5,"Cofidis m’accompagne très bien dans mes projets sans intervenir dans ma vie privée. Meilleure expérience pour moi, ce qui me permet de rembourser sans problème"
Rapidité,2021-01-06T08:32:34Z,5,Rapidité Qualité de services
"rapidité exécution,un très bon suivi…",2021-01-06T07:57:47Z,5,"rapidité exécution,un très bon suivi ,je suis content d’être chez vous"
réponse rapide bonne efficacité,2021-01-06T07:54:11Z,4,
Très contente,2021-01-06T07:37:43Z,5,Très contente Tout c est super bien déroulé et vite tout par internet Aide en ligne super rapide vraiment j en fait la PUB amabilité contact parfait 👍 je recommande
Prise en charge immédiate,2021-01-06T07:33:50Z,5,"Prise en charge immédiate, rapide entre la demande et la réception des fonds"
Je recommande,2021-01-06T07:15:25Z,4,"Réponse rapide, suivi du dossier très sérieux"
La personne qui m'a renseignée sur vos…,2021-01-06T06:42:23Z,5,La personne qui m'a renseignée sur vos produits a été à l'écoute de ma demande et c'est pour ça que j'ai conclu avec COFIDIS;
ECOUTE DISPONIBILITE REPONSE RAPIDE,2021-01-06T05:49:31Z,5,
Très,2021-01-06T05:34:54Z,5,Très. Bon a vous
Merci à vous pour vous avoir connu,2021-01-06T00:55:48Z,5,Merci à vous pour vous avoir connuUn grand plaisir un vrai échange une équipe à l écoute et très compétente Je vous adresse tous mes vœux M wulach
Rapide et efficace,2021-01-05T22:32:04Z,5,
parfait efficace rien a dire merci,2021-01-05T21:17:43Z,5,
Conseil clair,2021-01-05T20:15:17Z,5,
Presque parfait,2021-01-05T20:13:11Z,4,"Presque parfait ! Une ecoute attentive, une solution à vos attentes, rapidité, efficacité, aimable ect. Mais je met une étoile en moin pour un taux plus élevé que prévu. C'est dommage."
Rapidite professionnalisme rapidité,2021-01-05T19:41:56Z,5,
Dossier traité rapidement,2021-01-05T19:05:59Z,5,Dossier traité rapidement Accord trouvé
Équipe,2021-01-05T18:44:12Z,5,Excellent cofidis
Rien a redire tres bonne explication…,2021-01-05T18:40:48Z,5,Rien a redire tres bonne explication téléphonique etc
Sulli,2021-01-05T18:28:29Z,5,Simple et efficace
Bon accueil,2021-01-05T18:27:29Z,5,"Bon accueil, à l écoute des clients"
Plus à l'écoute qu'une banque,2021-01-05T18:25:54Z,5,"Très contente. Personnel disponible, à l'écoute et compétent. Ils nous accompagnent et répondent à nos questions.Credit accordé en totalité."
Merci à cofidis de m'avoir dépanné aussi rapidement,2021-01-05T18:22:16Z,5,Merci à cofidis tout simplement
Rapidité de réponse.,2021-01-05T17:56:47Z,5,
Rapidité confiance,2021-01-05T17:49:15Z,5,
Rapidité et gentilés,2021-01-05T17:48:56Z,5,
Conseiller aimable à l écoute au top,2021-01-05T17:36:26Z,5,
Parfait au niveau de la procédure en…,2021-01-05T17:23:15Z,4,Parfait au niveau de la procédure en ligne et du contact avec les conseillers clientèle. Un délai de réponse un peu plus long qu'annoncé. Je recommandele site Cofidis.
"Simplicité,rapidité,efficacité",2021-01-05T17:20:15Z,5,"Simplicité,rapidité,efficacité. 🙂"
Personne très accueillante,2021-01-05T17:13:54Z,5,Personne très accueillante Disponible Efficacité rapidité de traitement
A chaque fois que j'ai fais appel à…,2021-01-05T17:01:52Z,5,"A chaque fois que j'ai fais appel à cofidis que ce soit pour des projets de travaux où autres, cofidis à toujours répondu avec honnêteté à ma demande et cela est très important. Alors oui,je vous dis merci."
J'ai solliciter cofidispour la…,2021-01-05T16:58:11Z,5,J'ai solliciter cofidispour la première fois et vraiment je suis pas déçu. Équipe professionnel. Merci
Rapide et efficace,2021-01-05T16:54:36Z,5,
Réponse rapide à l écoute concernant…,2021-01-05T16:52:44Z,5,Réponse rapide à l écoute concernant les diverses questions posées
Bien mais ne préviens pas du virement…,2021-01-05T16:51:39Z,4,Bien mais ne préviens pas du virement qu'il vs font
accueil des plus correct avec attention…,2021-01-05T16:41:14Z,5,accueil des plus correct avec attention particulière du préposé et mise en place de la demande rapide.
Bonne et heureuse année à vous toutes,2021-01-05T16:39:32Z,5,"Bonne et heureuse année à vous toutes, de ma part je trouve juste un peu cher les intérêts mais bon can en et coincé même si en et honnête et respectueux vis-à-vis de votre entreprise et ils faut panser comme ça c'est une entreprise ci logique qu'il faut de bénéfice sur la sommes que vous prête merci à vous toutes bonnes et agréable fin de journée à vous"
Parfait,2021-01-05T16:34:43Z,5,Rapide et efficace
ABSOLUMENT PARFAIT,2021-01-05T16:28:46Z,5,"Accord de principe par une personne très aimable et compétente après l'étude téléphonique de mon dossier, envoi immédiat du contratpar mail, déblocage des fonds en des temps records, bref il parait que rien n'est parfait mais là je dois dire que c'est faux. Je connais COFIDIS pour avoir déjà fait appel à leurs services et je ne trouve rien à redire à part ""merci et ne changez rien""."
Credit,2021-01-05T16:25:28Z,5,Très contente du service
Tres satisfaite de cofidis,2021-01-05T16:20:41Z,5,
S'était sampli et repide,2021-01-05T16:16:00Z,5,
Très bon contact,2021-01-05T15:58:09Z,5,"Très bon contact, très bonne réactivité."
C est une excellente agence de crédit…,2021-01-05T15:54:08Z,5,C est une excellente agence de crédit bonne soirée
Bien .Rien à signaler.,2021-01-05T15:48:35Z,4,
bonjour,2021-01-05T15:40:12Z,5,"bonjour j'ai souscris uncredit chez cofidis rien na diresur le cite ses nickels chromes aucunes attentes , puis j'ai appeller cofidispareil aussi reçus , franchements ses des personnes qui mérites 5 étoiles . cordialement."
La réponse à été rapide et le virement…,2021-01-05T15:39:45Z,5,"La réponse à été rapide et le virement également! Bonne et heureuse année à tous, bonne continuation"
c'est une expérience formidable,2021-01-05T15:38:53Z,5,"c'est une expérience formidable, un service client des meilleurs, et ils ne tardent pas à répondre, franchement irréprochable"
Jple,2021-01-05T15:37:37Z,5,Bien qu'écrire d'autre !
Une écoute et un service irréprochable…,2021-01-05T15:36:02Z,5,"Une écoute et un service irréprochable , merci"
Bonjour et mes meilleures voeux,2021-01-05T15:34:50Z,5,"Bonjour et mes meilleures voeux, Vraiment j'entendis parler mais aujourd'hui je suis devenue un témoin c.t.d à tous qui sont vraiment dans le besoin, veillez remplirent les conditions et vous ne serez pas dessus comme moi. Je suis vraiment très content car j'ai rempli les conditions et j'ai été servie."
Debloquage des fonds très rapide,2021-01-05T15:29:55Z,5,Debloquage des fonds très rapide. Facilités administratives
Rapide,2021-01-05T15:29:50Z,5,Rapide et très soucieux du bien être des clients
Demande de crédit traitée rapidement…,2021-01-05T15:26:10Z,5,"Demande de crédit traitée rapidement par internet. Dossier simple et clair, taux attractifs. Très satisfaite"
Rien à dire sauf clair,2021-01-05T15:20:40Z,5,"Rien à dire sauf clair, efficace et rapide. Merci"
Je suis très satisfait,2021-01-05T15:14:41Z,5,
Rapidité,2021-01-05T15:13:56Z,5,"Rapidité,efficacité,simplicité,compétences,et clarté"
Très bien,2021-01-05T15:07:28Z,5,Efficace et rapide.
Très rapide dans leurs réponse,2021-01-05T15:05:55Z,5,
Facilité de contact avec les…,2021-01-05T15:05:29Z,5,Facilité de contact avec les conseillers.Dossier réglé rapidement et aide rapide de leur part si nécessaire. Sympathie et amabilité
Rapide et efficace,2021-01-05T15:04:02Z,5,Rapide et efficace. Accord de principe immédiat et fonds libérés sous 8 jours. Un mail pour confirmer le virement dès fonds.
Très à l'écoute et rapide,2021-01-05T15:02:46Z,5,
Entièrement satisfait.,2021-01-05T15:01:14Z,5,
Je vous dirais que les informations ont…,2021-01-05T14:59:27Z,4,Je vous dirais que les informations ont était très bien explique voilà c tout
Serieux,2021-01-05T14:57:12Z,4,Serieux des teleconseillés
Tres bien,2021-01-05T14:56:58Z,5,Je suis très contente des services de cofidis
Très très bien et rapide,2021-01-05T14:56:55Z,5,
Réponse rapide,2021-01-05T14:55:43Z,5,dossier et réponse rapide
Super bien guider dans la demande très…,2021-01-05T14:55:30Z,5,Super bien guider dans la demande très rapidement reçu l'acceptation
Une expérience mitigé mais qui…,2021-01-05T14:53:36Z,5,Une expérience mitigé mais qui finissent bien
Je suis très content et satisfait avec…,2021-01-05T14:52:50Z,5,Je suis très content et satisfait avec Cofidis.
Excellent,2021-01-05T14:52:49Z,5,Excellent et rapide
Service efficace et rapide,2021-01-05T14:51:32Z,5,
Réponse rapide et 8 jours après…,2021-01-05T14:51:13Z,5,Réponse rapide et 8 jours après virement fait
"Réponse à ma demande de prêt très rapide, efficace",2021-01-05T14:49:34Z,5,"Réponse, très rapide, conseillers compétents. Je recommande vivement Cofidis"
Satisfait,2021-01-05T14:46:41Z,5,"Tres satisfait, beaucoup plus avenant que les banques traditionnelles"
Réponse rapide et de plus je devais…,2021-01-05T14:46:24Z,5,Réponse rapide et de plus je devais acheter un scooter pour me déplacer et il m'ont fait confiance en m'aidant et en plus avec de petite mensualitées ce qui est vraiment appréciable .Merci COFIDIS
Excellent et à l’écoute je recommande,2021-01-05T14:44:30Z,5,
Réponse rapide et facile au niveau…,2021-01-05T14:43:47Z,5,Réponse rapide et facile au niveau communication.
Très satisfait !,2021-01-05T14:43:25Z,5,
Parfait,2021-01-05T14:42:27Z,5,"Rapidité, professionnalisme, courtoisie ! Parfait je recommande !"
Rien à redire.,2021-01-05T14:15:49Z,5,
tres bon accueil et personne très à l…,2021-01-05T11:43:12Z,5,tres bon accueil et personne très à l écoute
Accueil agréable par téléphone,2021-01-05T10:44:11Z,5,"Accueil agréable par téléphone, bien renseigner sur tout. Bravo à l'équipe cofidis pour votre compétence. Meilleurs a tous et bonne journée."
Une équipe très à l'écoute et…,2021-01-05T10:18:59Z,5,"Une équipe très à l'écoute et performante, je recommande leurs services"
Très convivial,2021-01-05T10:16:12Z,5,
service Ok,2021-01-05T10:14:51Z,5,bien conseillée rapidité de l'exécution et de la réponse Très satisfait du conseiller c'est pour cela que je met 5
Rapide et très bonne écoute de l…,2021-01-05T09:52:07Z,5,Rapide et très bonne écoute de l opérateur.
simple et rapide,2021-01-05T09:36:59Z,5,
Conseiller a l’écoute reponse tres vite…,2021-01-05T09:33:54Z,5,Conseiller a l’écoute reponse tres vite sans surprises tres bien passé merci
Excellent accueil,2021-01-05T07:58:16Z,5,5 étoiles pour l'accueil et l'amabilité du personnel au téléphone - le virement se fait bien 48h après l'acceptation du dossier mais le délai est un peu long pour avoir une réponse
Merci,2021-01-05T07:04:19Z,5,Efficace et rapide
rapide,2021-01-05T06:59:57Z,5,"rapide, efficace...."
Bonjour,2021-01-05T06:42:04Z,5,BonjourPas de soucis
Toujours aussi réactif et efficace,2021-01-05T06:18:12Z,5,Toujours aussi réactif et efficace. Merci
Société sérieuse et à l'écoute des…,2021-01-05T06:05:24Z,5,Société sérieuse et à l'écoute des personnes
j'ai toujours eu des réponse satisfaisantedans la mesures de possibilité,2021-01-05T05:03:52Z,5,toujours des réponsesfavorable dans la mesure del'heure possibilité
Conseillère très à l écoute,2021-01-05T04:40:00Z,5,"Conseillère très à l écoute, très compétente. Merci à elle"
Très bien .Très bien,2021-01-05T01:34:54Z,5,Très bien .Rapide et efficace .
Satisfaite,2021-01-05T01:31:52Z,5,"Très bien, je suis satisfaite"
Super,2021-01-04T22:33:39Z,5,Super merci beaucoup bonne année
Demande en ligne aisée,2021-01-04T20:53:58Z,5,Demande en ligne aisée. Réponse et mise à disposition des fonds rapides
Communication excellente et dossier…,2021-01-04T20:35:17Z,5,Communication excellente et dossier rapidement traité
Tres satisfaite réponse rapide a mes…,2021-01-04T20:32:25Z,5,Tres satisfaite réponse rapide a mes questions sur le chat ou au téléphone.Personnel chaleureux.
Super et rapide,2021-01-04T20:08:22Z,5,
Assurance crédit est un peu excessive.,2021-01-04T19:37:32Z,3,
Très bon contact avec Cofidis je…,2021-01-04T18:31:27Z,5,Très bon contact avec Cofidis je recommande
Conseillerà l'écouterie à dire …,2021-01-04T18:30:39Z,5,Conseillerà l'écouterien à direvraiment
Parfait,2021-01-04T18:30:09Z,5,Parfait super très rapide pour avoir une réponse
Personnel très professionnel,2021-01-04T18:19:38Z,5,"Personnel très professionnel, aimable et rapidité du traitement des demandes. Bravo"
Très très contente de votre suivi,2021-01-04T18:13:20Z,5,"Très très contente de votre suivi, considération et de votre rapiditéje vous en remercie"
Je remercie cofidis pour le prêt qu'il…,2021-01-04T17:45:27Z,5,Je remercie cofidis pour le prêt qu'il mon accordé et son personnels de sa gentillesse et son professionnalisme cordialement
Je suis ravie des services de cofidis,2021-01-04T17:36:50Z,5,
Expérience client moyenne,2021-01-04T17:22:09Z,3,
facilité pour avoir le crédit,2021-01-04T17:00:26Z,5,facilité pour avoir le crédit. Conseillers sympas et à l'ecoute
réponse rapide,2021-01-04T16:59:17Z,5,des conseillers a votre écoute et une réponse rapide à la demande
Crédit réaliser par le net sans…,2021-01-04T16:59:01Z,5,Crédit réaliser par le net sans difficultés et versé rapidement.Bon petit coup de pouce.
Parfait,2021-01-04T16:58:49Z,5,Parfait ! toujours tres bien le service
Aucun problème,2021-01-04T16:57:06Z,4,"Aucun problème , très rapide."
Très satisfaite,2021-01-04T16:55:53Z,5,"Très satisfaite, conseiller à l écoute et beaucoup de patience."
très bien.,2021-01-04T16:49:57Z,5,Très bien. Tout est très bien organisé ! Rien à critiquer
Démarche simple,2021-01-04T16:49:34Z,5,"Démarche simple, rapide et efficace."
Super efficace,2021-01-04T16:46:38Z,5,
Satisfait,2021-01-04T16:46:26Z,5,Très satisfait
Très bien et rapide,2021-01-04T16:45:55Z,5,
Satisfaite,2021-01-04T16:40:45Z,5,La rapidité; et le professionnalisme
Professionnalisme et accueil,2021-01-04T16:38:26Z,5,"Les échanges entre le conseiller et moi-même se sont très bien déroulés, toutes les informations ont été claires et le traitement de la demande de regroupement a été rapide / efficace.... sans oublier l’accueil téléphonique agréable."
Très bonne réactivité de Cofidis. Délais respectés. bonne compréhension,2021-01-04T16:37:24Z,5,Très bonne réactivité de Cofidis. Délais respectés Bonne compréhension
tres satisfait,2021-01-04T16:30:00Z,5,
Tres bien,2021-01-04T16:24:16Z,5,Tres bien toujours a l ecoute et réponde vite ai tel merci
excellent,2021-01-04T16:23:47Z,5,partenaire de Cofidis depuis des années et j'en suis très content
Communication parfaite,2021-01-04T16:22:15Z,5,"Communication parfaite, prise en charge rapide,super"
Cofi dis tjrs réactif à mes…,2021-01-04T16:20:55Z,4,Cofi dis tjrs réactif à mes sollicitations.
superbe,2021-01-04T16:19:15Z,5,rien à dire très bien ..
Personnel à l’écoute.,2021-01-04T16:18:56Z,5,
Simplicité,2021-01-04T16:18:08Z,5,"Simple, utilisation facile et réponse rapide.Excellent service."
"Super rapide,",2021-01-04T16:17:42Z,5,Personel très sympa à l'écoute
Réactif,2021-01-04T16:17:23Z,4,"Réactif et à l’écoute, bon professionnalisme"
parfait rien a dire,2021-01-04T16:15:47Z,5,
Taux intéressant,2021-01-04T16:13:55Z,5,"Taux intéressant, interlocuteurs à l écoute et réactifs."
Demande de prêt traitee rapidement et…,2021-01-04T16:11:47Z,5,Demande de prêt traitee rapidement et déblocage des fonds rapide
Très rapide efficace tte,2021-01-04T16:08:03Z,5,Je trouve ce tte rapide
Très bien accueillie,2021-01-04T16:06:37Z,5,
No problèmes,2021-01-04T16:00:56Z,4,"Pas d'avis particulier, seul les 4 ☆ suffisent"
simplicité,2021-01-04T16:00:28Z,5,"simplicité, rapidité, efficacité"
Crédit,2021-01-04T15:56:34Z,5,La conseillère que j’ai eu pour ma demande très professionnel très bien expliqué les conditions du crédit réponse super rapide je l’en remercie Cordialement
Toujours bien servie,2021-01-04T15:54:08Z,5,
simple,2021-01-04T15:47:47Z,5,"simple, rapide, efficace!"
Demande traité rapidement conseillère…,2021-01-04T15:47:39Z,5,Demande traité rapidement conseillère top.Très satisfaite
Je suis très satisfait de la prestation…,2021-01-04T15:44:55Z,5,"Je suis très satisfait de la prestation Cofidis, service impeccable."
Très bonne mon prêt accordé et je suis…,2021-01-04T15:44:07Z,5,Très bonne mon prêt accordé et je suis content
Très réactif,2021-01-04T15:43:26Z,5,
Cofidis et un très bon site de crédit,2021-01-04T15:42:00Z,5,
Personnel très à l'écoute de nos besoin…,2021-01-04T15:41:01Z,5,Personnel très à l'écoute de nos besoin réponse rapide je recommande
Très bonne et très rapide,2021-01-04T15:40:50Z,5,
Rien a dire,2021-01-04T15:39:43Z,5,"Rien a dire, parfait"
super cofidis je vous souhaite une bonne année 2021…,2021-01-04T15:39:04Z,5,super cofidis je vous souhaite une bonne année 2021
Pas de soucis information rapide et…,2021-01-04T15:38:52Z,5,Pas de soucis information rapide et précise
Au top..,2021-01-04T15:36:35Z,5,Au top.. Service et rapiditéefficacité
Très satisfaite,2021-01-04T15:35:39Z,5,Très satisfaite. Équipe sérieuse et très à l'écoute.
Très rapide,2021-01-04T15:34:55Z,5,"Très rapide , réactivité , et sérieux , je recommande"
Rapide simple efficace,2021-01-04T15:34:09Z,5,
Rapide,2021-01-04T15:33:44Z,5,"Rapide, taux génial pour emprunt sur 1 an"
sa ma permis de prendre mon premiers…,2021-01-04T15:31:15Z,5,sa ma permis de prendre mon premiers appartement sereinement
PAS DE BLABLA.,2021-01-04T09:56:03Z,5,PAS DE BLABLA.UNE REPONSE RAPIDEDES INTERLOCUTEURS AGREABLES
COFIDIS est à l'écoute et répond avec…,2021-01-03T17:36:57Z,5,COFIDIS est à l'écoute et répond avec rapidité.
Très satisfait,2021-01-03T15:34:28Z,5,Accueil téléphonique et explications très chaleureux et clairs. Conseillers toujours disponibles et rapidement.Démarches très simples à effectuer. Bref je suis pleinement satisfait d'avoir fait confiance à Cofidis.
Bon contact,2021-01-01T07:32:51Z,5,Bon contact téléphonique l argent sur le compte dans 48h. Merci Cofidis
tres aimable et professionnelle,2020-12-31T14:23:35Z,4,
Un service très efficace.,2020-12-31T08:55:54Z,5,"Un service très efficace en matière de communication et d’aide au bon déroulement de ma demande, j’ai beaucoup apprécié la qualité de nos rapports."
Très bon conseiler et cofidis et le…,2020-12-31T01:44:40Z,5,Très bon conseiler et cofidis et le seul à avoir répondu à ma demande merci grâce à vous je peut en ménager tranquillement 🙏
Très bonne expérience,2020-12-30T15:56:56Z,5,"Très bonne expérience, conseillé rapide et a l écoute"
Très satisfait merci beaucoup,2020-12-30T14:06:39Z,5,
Super,2020-12-30T13:39:55Z,5,Super rapide efficace
Très satisfaite,2020-12-30T12:44:11Z,5,
Sauvez vous,2020-12-30T12:38:00Z,1,"Le 12/11J'ai réalisé un achat payable en 4*. Ma carte est arrivée à échéance et la deuxième mensualité le 18/12 n'a pas été payée pour cette raison.Le 30/12 soit 12 jours plus tard j'ai un courrier d'un huissier me réclamant toutes les échéances et des pénalités!Aucun courrier, aucun appel téléphonique. A peine 12 jours après, alors que je suis au courant de rien mon paiement 4 fois gratuit me coute plus cher que si j'avais payé direct.LAMENTABLE pour une entreprise commerciale EXECRABLE pour le traitement clientIMPAYABLE 8% pour 12 jours de retard 240% de taux d'intérêt annuel!A FUIR pour tous."
Interlocuteurs parfaits et réponses…,2020-12-30T10:29:27Z,5,Interlocuteurs parfaits et réponses rapides à mes demandes.
Moi c vite fait pour un crédit de 7500…,2020-12-30T10:26:08Z,1,"Moi c vite fait pour un crédit de 7500 ,j ai rembourser plus de 15000 . A chaque fois que j ai appeler pour avoir des explications . Rien , et la 3 mois après mon dernier remboursement ( enfin) on me demande encore une trentaine d euro pour régulariser le dossier . En tout cas pour moi plus jamais ."
"Excellent contact, efficace et rapide !",2020-12-30T10:24:12Z,5,Excellent contact
Je ju plein sodisftion pour mon prêt à…,2020-12-30T10:23:45Z,5,Je ju plein sodisftion pour mon prêt à la consumtion merci
démarches simple et rapide,2020-12-30T10:19:26Z,5,
Très satisfaitemerci,2020-12-30T10:09:58Z,5,
satisfaite et tres rapide,2020-12-30T09:20:49Z,5,
Jamais eu de soucis simple rapide…,2020-12-30T09:09:46Z,5,Jamais eu de soucis simple rapide efficace
Des personnes à l’écoute de votre…,2020-12-30T08:37:32Z,5,"Des personnes à l’écoute de votre demande, disponibles et efficaces. Tout s’est bien déroulé. Ce qui serait utile , c’est d’avoir, lors de la préparation de la demande de crédit d’av Un espace où l’on peut expliquer certains détails de notre situation ou desfaits qui font se passer dans peu de temps après la demande du crédit comme une amélioration des revenus."
Merci à cofidis,2020-12-30T08:24:30Z,5,"Merci à cofidis. Mon dossier a été pris en charge immédiatement. Et les fonds ont été versé aussitôt. Il sont toujours à votre écoute, je recommande cofidis à tous."
Rapide efficace et courtois,2020-12-30T08:11:45Z,5,
Sérieux et respecte les délais,2020-12-30T07:55:15Z,5,
Demande de crédit très rapide,2020-12-30T07:03:34Z,4,
parfait,2020-12-30T06:46:38Z,5,tout a ete parfait
Bonjour très efficace rapide,2020-12-30T06:43:09Z,5,"Bonjour très efficace rapide, totalement confiance, effectivement quand on a besoin un peu de trésorerie, moi cela fut mon cas pour l achat d un véhicule.RAS. CDT."
Super,2020-12-30T06:03:43Z,4,"Super ! Rapide,et facile d'accès 👍👍"
Fidélité,2020-12-30T05:24:06Z,4,Fidélité et merci.
Super aucun problème,2020-12-30T01:58:55Z,5,Super aucun problème. service rapide et efficace.
Très bon service et très rapide.,2020-12-30T01:13:51Z,5,
Parfait,2020-12-29T23:58:49Z,5,"Accueil téléphonique efficace , cordial et agréable A l'écoute du client .merci ....tout est rapide et delai respecté"
Conseiller à l écoute et rapide Pour le…,2020-12-29T23:17:15Z,5,Conseiller à l écoute et rapide Pour le financement
interlocuteurs aimables et qui…,2020-12-29T22:15:28Z,5,interlocuteurs aimables et qui comprennent nos besoins et réponse rapide
J'ai eu un très bon contact…,2020-12-29T22:11:04Z,5,"J'ai eu un très bon contact téléphonique et une prise en charge de mon dossier de façon sérieuse et efficace, le tout assez rapidement."
Crédit rapide et conseillers à l'écoute…,2020-12-29T22:06:08Z,5,Crédit rapide et conseillers à l'écoute et agréable.Je recommande
Tres bien,2020-12-29T21:54:04Z,5,Cofidis vaut dix sur.dix
L'étude du dossier était rapide,2020-12-29T20:39:53Z,5,L'étude du dossier était rapide. Par contre le taux d'intérêt était important.Merci pour votre efficacité quand même.
Rien à redire,2020-12-29T20:15:41Z,5,Rien à redire. Rapide et efficace.Je recommande.
Excellent,2020-12-29T19:59:44Z,5,Service rapide conseiller efficace et informations accessible sur notre espace personnel
Satisfaite,2020-12-29T19:30:17Z,5,"Satisfaite. Bon accueil au téléphone, à l'écoute, de bonne informations et reponds bien à vos demandes"
Il sont très gentils,2020-12-29T19:16:41Z,5,
Simple rapide et efficace.,2020-12-29T19:04:28Z,5,
Compréhensif réactionnel et rapide,2020-12-29T19:00:01Z,5,
Réactif et à l'écoute Cofidis m'a…,2020-12-29T18:27:34Z,4,"Réactif et à l'écoute Cofidis m'a vraiment dépanné , sans eux Noël n'aurait pas été Noël. Merci ."
Service relation client excellente,2020-12-29T18:19:50Z,5,La relation client avec les conseillers COFIDIS a été excellente et l'étude du dossier particulièrement rapide . A noter que l'assurance du crédit pour les seniors avait été supprimée . Son rétablissement est à mettre au crédit de COFIDIS .
Rapide et efficace,2020-12-29T18:15:03Z,5,
Bonne échange au téléphone tres aimable,2020-12-29T18:05:20Z,4,
Je suis très satisfaite de cofidis,2020-12-29T18:03:18Z,5,"Je suis très satisfaite de cofidis, tout à été très rapide et simple dans les démarches que j'ai effectué."
PARFAIT,2020-12-29T17:58:40Z,5,"ras , réponse et délai respectés"
