title,date,star,text
Client chez OB depuis presque 1 an,2020-07-31T13:30:30Z,5,"Client chez OB depuis presque 1 an, je suis totalement satisfait des services proposés : Comme la visibilité immédiate sur les opérations effectuées, le paiement mobile qui me fait gagner du temps, les virements par SMS... et plein d’autres services intéressant pour un client comme moi. Franchement, top continuez comme ça !"
Satisfaite du service,2020-07-28T13:49:41Z,4,Satisfaite du service. La création du compte en ligne est fluide. Un opérateur prend contact rapidement en cas de difficulté.L'application est simple d'utilisation.Pour le moment une bonne expérience.
Très bonne banque,2020-07-26T18:15:21Z,5,"Très bonne banque. L'application est facile à prendre en main et réponds à mes attentes. Pas de bug détecté.Le service client est accessible et sait de quoi il parle, ça fait du bien."
Keep it up !,2020-07-24T17:23:42Z,5,"Je suis assez surpris des commentaires ici car je suis client depuis 2018 et il faut dire que je n'ai eu que rarement des problèmes voir pas du tout. J'ai bénéficié d'une prime pour l'ouverture de compte puis je me suis même mit à parrainé ma famille! C'est toujours des primes en plus :DJe me suis même lancé sur leurs dernière offre avec la carte visa premier. Je ne l'utilise pas comme compte principal mais je trouve l'application très facile à utiliser surtout depuis la dernière mise à jour. En parlant de l'appli, je la trouvais extrêmement lente au démarrage mais cela a été corrigé.Le paiement mobile pareil : Rien à redire également depuis le passage vers Google Pay car j'avais ouvert le compte en pensant bénéficier du paiement mobile mais il ne fonctionnait pas car j'avais une carte SIM d'un autre opérateur qu'Orange. Depuis un an il marchedepuis un autre opérateur ! Bref une banque assez jeune mais qui répond largement aux demandes basiques et nécessaires d'une banque traditionnelle et qui s'améliore avec le temps. Keep it up Orange Bank, vous êtes sur le bon chemin! Je vous mets 5 étoiles pour l'évolution !"
Arnaque et manipulation,2020-07-18T16:47:02Z,1,"Cette banque est une honte. Je m’étais rendu dans une Agence Orange pour l’achat d’un I phone et changement de forfait. Après avoir réalisé cette operation, le commercial nous a laissé entendre que l’ouverture d’un compte Orange bank entraînerait une réduction de 50 € sur l’achat de l’ I phone.Il s’avère que l’ouverture de ce compte part d’un malentendu ou plutôt d’une manipulation à but commercial. Le fonctionnement de ce compte était assez vague, le commercial parlant très vite. Après coup, nous avons réalisé qu’il n’y avait aucune réduction.Me sentant flouée par cette pratique, j’ai souhaité me connecter au compte Orange bank pour récupérer l’argent qui a été versé et clôturer ce compte dont je n’avais aucune utilité. Il se trouve que le commercial ayant ouvert le compte a saisi une mauvaise date de naissance. De ce fait ce compte est inaccessible.Il est impossible de joindre quiconque chez Orange bank. Après s’être déplacé à plusieurs reprise à la boutique Orange pour tenter de résoudre ce problème des manipulations ont été faites par le commercial sur mon telephone sans succès pour accéder au compte . On m’a juste indiqué de rappeler le service client Orange bank qui est toujours totalement injoignable.En revanche, il se trouve que le mail d’enquête de satisfaction reçu le matin même concernant le service rendu à l’agence Orange a disparu.Aujourd’hui, rien n’est résolu. Je n’ai eu aucun contact de la part d’orange Bank. Je constate aussi de très nombreux avis négatifs sur internet de la part de clients d’orange bank . Nous sommes victimes d’une arnaque que j’ai l’intention de dénoncer aux autorités compétentes"
minable,2020-07-15T11:53:59Z,1,"horribleargent bloque pour rien, cheque encaisse 3 semaines aprés aucun service client compétent a éviter pour ne pas avoir de probléme leur gestion de compte m'ont mis interdit bancaire je ne peux rien faire et surtout je ne peux paschanger de banque avant 2 ans"
Injoignable par telp,2020-07-08T19:56:23Z,1,Injoignable par telpService fermé No comment À fuir
Attention collecte d'infos personnelles,2020-07-04T14:26:28Z,1,"Je n'aurai pas réellement ""bénéficié"" des services de cette pseudo-banque, puisqu'ils n'ont pas traité ma demande d'ouverture de compte après avoir cependant collecté moultes informations personnelles (et notamment m'avoir réclamé mon avis d'imposition).Au passage je n'ai jamais vu un tel process d'ouverture de compte : il faut prendre un ""selfie"" que leur système compare avec la pièce d'identité précédemment uploadée. Autant dire qu'il faut s'y reprendre à 15 fois avant que ça marche...Et au final : aucune réponse, aucune adresse pour les joindre ; je finis par avoir un conseiller sur le ""chat"", qui m'indique après de très longues minutes d'attente, qu'il leur faut mon avis d'imposition 2020 sur les revenus 2019 : nous sommes en juin, mais bien sûr…Cela en dit long sur leur ""compétence"" et je me félicite de ne pas compter parmi leurs clients.Je me demande cependant, que font-ils avec toutes les informations personnelles qu'ils collectent."
Banque à éviter,2020-07-02T14:52:21Z,1,"Bonjour, moi après un an sans pouvoir me connecter sur mon compte, Orange Bank a clôturé mon compte, car ils ne pouvait pas me dépanner, en m'envoyant un courrier recommandé et depuis ils ont gardés mon argent, je n'ai jamais reçu de courrier pour le récupérer; Aucun moyen de les joindre ça ne répond jamais, Service client zéro; Par contre tout les mois ils m'ont prélevés les frais, ça ils n'ont pas oubliés. Mais depuis silence total alors qu'il me restait de l'argent sur le compte. Moi j'appelle ça du vol ni plus ni moins. Donc conclusion ORANGE BANK n'est pas une banque fiable."
Horrible,2020-06-26T12:47:14Z,1,"Horrible, mon application a cessé de fonctionné un mois après l’ouverture de mon compte le service client est très difficile à joindre ils n’ont rien pu faire je n’avais plus accès à mon argent ! J’ai demandé la clôture de mon compte en février j’attends toujours le solde de mon compte qu’ils ont soit disant envoyé par chèque de banque, lequel je n’ai jamais reçu, il n’y a plus de service client téléphonique j’ai demandé le virement du solde de mon compte cela fait deux semaines que je les relance par chat le virement n’a toujours pas été fait ils retiennent mon argent depuis 5mois je suis à la limite de porter plainte !!"
Très satisfait,2020-06-25T19:54:50Z,5,"Bonjour, je ne suis pas de l avis de certains commentaires, le 4 fois sans frais fonctionne, Je trouve une grande amélioration dans l application au niveau de la fluidité et lisibilité depuis la dernière mise a jour récente, tout est très facilement visible ! Il y a des options que l on ne trouve pas ailleurs, et souscription simple et rapide , facile pour tous même pour les personnes ayant un handicap. Facilité de gestion du budget avec les classifications des dépenses , débit immédiat, réapprovisionnement excellent par carte bancaire, livret A ouvert rapidement ! Peut être souhaiter une Petite amélioration dans les réponses du service client, bien que dans l ensemble les demandes peuvent être faite rapidement avec un déroulement des demandes sans spécialement écrire quoi que ce soit ! On peux aussi joindre facilement des justificatifs. Des notifications très pratiques en cas de soucis prochain sur le compte , mais un délai octroyer pour approvisionner, frais bancaires vraiment réduit ! Quand on connais une banque de voleur depuis 95 on apprécie la différence ! Perso a ce jour j'ai fait une demande pour que ce soit ma banque principale , j ai mon compte chez Orange bank depuis 2018 et j en suis satisfait !"
Passez votre chemin,2020-06-24T16:43:22Z,1,"Pour partager mon expérience en toute honnêteté, Orange Bank est une ""banque"" complètement inutile. Tout ce que je demande n'a pas de réponse favorable, leur Djingo est une blague qui ne comprend pas grand chose, leur Chat se coupe à peine la discussion entamée, il faut donc se reconnecter et attendre à nouveau son tour et recommencer à expliquer ce qui a été dit auparavant, impossible à joindre par téléphone, impossible de payer des achats en 3 ou 4 fois sans frais même avec la carte premium, et pénalité si on n'utilise pas la carte même avec la premium pourtant payante. La plupart des frais bancaires pouvant être facturés sont gratuit chez Boursorama Banque par exemple ou alors moins cher. Conclusion : 1 étoile parce qu'on ne peut pas mettre 0. Ne perdez pas votre temps avec Orange Bank. Vaut mieux vivement aller voir ailleurs."
Impossible a joindre,2020-06-23T13:52:19Z,1,Impossible a joindre. Depuis le 1er juin 2020
Je déconseille,2020-06-15T06:15:34Z,2,"Attiré à la base par l'absence de frais, la CB gratuite et l'offre de bienvenue, j'ai ouvert un compte il y a deux ans chez Orange Bank. Bilan : à moins d'avoir besoin d'un compte secondaire qui tourne peu, c'est à éviter. Le temps d'encaissement des chèques est effrayant, quand ils ne sont pas bloqués pour ""vérification"" (10 jours). Le service client est peu réactif et les échanges, par chat, compliqués. Cette banque semble avoir tout misé sur l'interface de son appli mais cela ne suffit pas à permettre une utilisation courante et une gestion fluide d'un compte bancaire principal."
Une parodie de banque,2020-06-12T14:14:03Z,1,"Chèque remis à l'encaissement crédité 3 semaines après, somme visible sur le compte mais bloquée pour 14 jours supplémentaires au prétexte qu'il faut vérifierla solvabilité de l'émetteur avant de pouvoir disposer des fonds!!! Non seulement c'est pas écrit dans les conditions générales, mais c'est tout simplement illégal! Le service client est absent, et les rares conseillers disponibles en ""tchat"" y vont chacun de sa version ou coupent directement car on doit les ennuyer. Un bon conseil, ÉVITEZ LES A TOUS PRIX"
pas sérieux,2020-06-10T08:06:35Z,1,"Depuis que c'est orange bank c'est vraiment pas sérieux, ca fait 3 semaines que j'ai envoyé un chèque et il est toujours pas encaissé ??? Je pense que je vais changer de banque !!!"
Bonne banque.....mais peut mieux faire,2020-06-09T07:54:46Z,3,"Je doute énormément sur la véracité de certains commentaires.... Je suis client depuis les débuts d'Orange Bank, j'ai connu de nombreux soucis....mais je suis néanmoins resté chez eux et je l'utilise comme compte principal désormais et j'en suis globalement satisfait. J'ai été le premier a critiqué toutes sortes de problèmes que l'on pouvait rencontrer chez Orange Bank et je constate que ceux-ci n'ont (vraiment) aucun rapport avec ceux rapportés par les différents clients ici que je soupçonne de vouloir faire du ""Orange Bashing"".... a l'heure actuelle, Orange Bank reste le meilleur rapport qualité/prix pour ouvrir un compte bancaire, et il s'agit d'un groupe Français (tres important a prendre en compte).Des améliorations notable ont été effectués depuis le lancement mais il en reste encore a faire pour vraiment avoir accès a un service/une banque ""optimal"""
"banque catastrophique,",2020-06-04T08:28:54Z,1,"banque catastrophique,1 étoile car le 0 est impossible.obligation de se servir d'une carte bancaire pour ne pas payer les frais mensuels mais, en étant privé de carte les frais s'appliquent tout de même et vous recevrez un jour un mail d'un organisme de recouvrement pour vous réclamer 1 an de frais bancaires. Avant cela, aucune communication mail ou courrier papier ni même appel téléphonique de la part d'Orange Bank. Pensez à fournir les services nécessaires à vos clients avant de demander des frais par menace de contentieux."
Suite à la fermeture du service c-zam…,2020-05-29T12:41:30Z,3,"Suite à la fermeture du service c-zam de carrefour, j'ai ouvert non sans difficulté un compte orange bank. 11 jours plus tard, toujours pas de carte de paiement à l'horizon et pas de réponse à ma réclamation, bon, c'est week-end. Je vais tenter de récupérer mes 50€, et si pas de nouvelle dans la semaine qui vient, ouvrir un compte chez N26.------------------------------------------------------------Finalement réponse et carte reçues."
Ça fait 20 ans que j' était chez…,2020-05-29T11:22:14Z,1,Ça fait 20 ans que j' était chez Groupama banque et jamais de soucis !!!! La depuis le covid plus de contact !!!! On peut crevé la bouche ouverte ils s en foutent !!!! A vomir !!!des que je peux je me casse !!!
A fuir !!!,2020-05-29T09:41:13Z,1,A fuir !!!! Orange Bank me fait un rejet sur une demande de paiement de mon opérateur téléphonique de la somme de 4.99 euros . Coût du rejet 29.30 euros .....Ne prend pas c'est responsabilité.....Multiple problèmes......Répond au mail 1 semaine après la demande Orange reste un opérateur téléphonique ......Pour vouloir être une banque ....va falloir commencé a être honnête envers les clients......A fuir a fuir a fuir !!!!!!
Passez votre chemin,2020-05-27T20:59:13Z,1,"Passez votre chemin, cette banque n’est pas une banque. Les clients ils s’en fichent. Tout allait bien avec groupama banque mais depuis qu’Orange l’a racheter c’est du grand n’importe quoi, les tarifs s’envolent, avec le covid ils ne repondent plus au telephone et les mails restent sans reponse. Je n’arrive pas a faire cloturer mes comptes, je n’ai qu’une envie : PARTIR. A noter au passage : pas de carte bleue sans contact. 1 etoile c’est deja trop."
Je ne comprends pas....,2020-05-25T08:13:27Z,4,"le 24 décembre 2019, ma carte prémium a été clôturée suite a un problème de ma responsabilité ( problème régler sous quelques jours ). Suite a un appel au service client ( très réceptif et très compétent ), le problème est résolu de leur coté.Mais depuis impossible de commander une nouvelle carte, que ce soit par l'application ou le site. et cela depuis maintenant 5 mois, oui cela fait maintenant 5 mois que je n'ai plus de carte affecté a mon compte (qui est mon compte principal).Après des centaines de coups de fils au service client et des centaines de tickets d'incidents, a heure d'aujourd'hui, personne n'arrive a régler mon problème.Je ne comprends pas pourquoi cela est si difficile de me débloqué la situation.Pourtant, je suis un très bon client de leurs services ( internet, mobile, TV), jamais aucun problème.de mème que c'est une très bonne banque et leur carte sont très bien, rien a dire.Je suis juste déçu de cette situation et je ne comprends pas que personne ne peut trouvé une solution a mon problème.Orange, merci de trouvé une solution."
Des voleurs incompétents !,2020-05-23T10:32:10Z,1,"Attention, rien n’est gratuit dans cette fausse banque. Ils vous facturent des frais exorbitants et à ce titre une réclamation a été déposée auprès de la banque. Il ne répondent pas ni par téléphone, ni par email. Passez votre chemin, ils ne sont pas sérieux et au final, ce compte coûtera plus cher que dans une banque classique, c’est du vécu !"
Aucun point positif,2020-05-22T06:51:08Z,1,"Orange bank est la pire banque que j'ai pu tester, l'appli est nulle (peu d'option), aucun contact humain, seulement un chat avec un robot qui vous répond. Comptez au moins une semaine pour avoir une réponse d'un humain qui vous dira qu'il fait remontrer l'info à son supérieur"
+ de 2 mois sans pouvoir payé mon loyer…,2020-05-19T15:09:41Z,1,+ de 2 mois sans pouvoir payé mon loyer ni même utiliser mon compte bancaire la carte est refuser partout sans exception avec des milliers d'euros sur le compte suite a un changement de telephone comme par hasard pu aucune nouvelle du service clientpourtant ce n'est pas faute de leur envoyer un mail par jour .Le service client ne répond A rien du tout et se moque ouvertement de leur client de plus un chèque met plus de 1 mois a être encaisser a fuir clairemennt cette banque si ont peut appeler sa une banque qui laisse ses clients dans la mouise sans aucun scrupule
Banque à fuir.,2020-05-15T11:03:03Z,1,Banque à fuir.Ancien client Groupama Banque avec qui je n'ai jamais eu de problème depuis que c'est Orange bank le service client est incompétent et injoignable.Cette banque ne mérite même pas une étoile.
Ancien client de Groupama Banque dégoûté…,2020-05-12T10:58:06Z,1,"Ancien client de Groupama Banque devenu Orange Bank, le service client n'a plus rien à voir! Impossible de faire des démarches pendant cette période de confinement. Le serveur vocal ne vous met pas en relation avec un conseiller mais vous renvoie au site et à l'appli, ou à écrire un email. Cette dernière option est TOTALEMENT inutile puisqu'une personne vous répondra, au petit bonheur la chance (oui car on obtient pas nécessairement de réponse, il faut le savoir) de passer par le site pour faire une demande (à quoi sert de stipuler sur le serveur vocal que l'on peut écrire directement un mail pour joindre un conseiller?). Du coup, je passe tout de même par le site gbanque (après avoir perdu mon temps), je remplis leur tartine de renseignements, pour finalement me rendre compte à la fin que le bouton ""valider"" ma demande ne fonctionne pas (incliquable! j'ai retenté plusieurs fois...). Orange Bank se moque de ses clients. J'ai une amie qui est cliente chez eux également qui rencontre les mêmes problèmes avec eux. Il n'y a plus personne, un bateau sans capitaine à bord, et certains de nous apercevons l'iceberg se dessiner. Notre argent leur appartient, ça on comprend bien!! Détestable. Comptez sur moi pour en faire une sage publicité..."
L’enfer,2020-04-14T10:40:14Z,1,"J’ai déposé un chèque il y a plus d’un mois il n’a toujours pas été crédité ils disent que c’est à cause du Coronavirus mais je croyais que les banques travailler quand même ? Cela me met dans une situation horriblement compliqué et sans argent, service client de m**** qui ne répond jamais, après le confinement c’est terminé cette banque à fuir comme la peste"
Déception,2020-04-07T06:49:18Z,1,"Mon ouverture de compte a été lamentable. Il m'avait presque fallu faire intervenir un service juridique pour juste obtenir mes identifiants... Leur assistant virtuel Djingo ne sert absolument à rien. Il n'est pas capable de répondre aux questions même les plus basiques. Je finis toujours par communiquer avec un conseiller ""humain"". J'ai fait une demande d'ouverture de compte le 24 février. J'ai obtenu ma carte bancaire début mars. Il me fallait effectuer 10 paiements avec ma carte entre le 1er mois et le mois suivant pour bénéficier de leur offre de bienvenue, soit 80 euros. Je croyais qu'il s'agissait donc de mars et d'avril. Niet niet niet. Pour Orange, il me fallait faire mes achats en février et en mars alors que j'ai reçu ma carte en mars. J'ai 9 achats en mars et plus en avril. Orange a refusé de me verser leur prime. Je me fiche complètement des 80 euros. C'est juste une question de principes. Ils ne se sont pas remis en cause. S'ils m'avaient envoyé ma carte et ouvert mon compte en février, j'aurais pu en bénéficier.Par chance, je suis chez d'autres banques qui respectent leurs engagements.Je vais fermer mon compte Orange Bank."
"Catastrophique,",2020-04-06T12:03:49Z,1,"Catastrophique,du jamais vu, après des déboires improbables suite à l'ouverture du compte qui a pris plus de 2 mois, ils ont confondus mon compte avec celui d'un autre client. Résultat des prélèvements indus complètement aléatoires allant jusqu'à plus d'une centaine d'eurospar mois dans le pire des cas ! Là où c'est clairement honteux c'est que je dois montrer patte blanche avec des dizaines de recommandés avec AR pour faire prendre en considération ma demande de remboursement. Service client agressifavec un accent pas possible. Toujours aucun remboursement obtenu et impossibilité de clôturer le compte. A fuir de toute urgence !!!!! Vous êtes prévenus."
"OB c'est français, du digital, de la simplicité et du pas cher.",2020-04-04T02:50:24Z,5,"J'étais à la base sur Trustpilot pour regarder autre chose et je viens jeter un coup d'oeil sur OrangeBank et je n'ai absolument pas les mêmes retours que la majorité ici. Je vais partager mon expérience. Orange Bank j'ai commencé peu de temps après le lancement. Clairement à ce moment-là, l'application n'était pas au niveau mais à 0€/mois avec une CB… Je n’ai pas fait le difficile. C’était un compte que j’utilisais comme portefeuille, un virement en début du mois et puis j’utilisais progressivement. En fin de mois si je n’avais pas utilisé les 3 paiements, j’avais même un SMS pour me le dire… pas de triche quoi.Puis progressivement ils se sont mis au niveau et je dois dire qu’ils ont rattrapés leur retard. Le service client j’en ai eu besoin à plusieurs reprises, défaut sur la CB, un débit pas compréhensible, question sur mon offre. Alors c’est vrai que parfois en pleine nuit heure française l’appli est indisponible surement liée à des mises à jour... J’avais un compte dans un établissement assez réputé, physique avec des points d’accueil (couleur verte), et pourtant je me suis retrouvé avec CB inutilisable (à l’échelle nationale pour tout le monde) en pleine journée un samedi pour tous les clients de l’établissement. Personnellement, je préfère de loin quelques bugs de l’appli et pouvoir compter sur ma CB que l’inverse.Coté demande avec l’onglet « mes demandes », c’est tracé, il y a une référence et j’ai toujours eu des réponses. La fois où je n’ai pas du tout été satisfait j’ai ré-ouvert une demande en précisant la précédente, un conseillé m’a rappelé. Le Robot 24/24 Djingo, je n’y crois pas trop et il m’a rarement aidé… mais je m’en fiche, tant qu’il me met en relation avec quelqu’un derrière ça me va. Après il y a quelque chose de très simple, cette banque cible une clientèle bien précise qui utilise son mobile, des paiements par CB et des virements. C’est du tout digital. Clairement si vous aimez avoir un conseillé attitré, versez du cash ou utilisez beaucoup chèques, l’établissement ne vous correspond simplement pas. Tournez-vous vers d’autres banques, vous serez beaucoup mieux servi sur ces points ! D'une manière imaginé, c'est un peu comme acheter un petit coupé sportif pour partir en vacances à 5 avec des bagages...elle ne vous correspondra pas. Quant aux ex-clients Groupama Banque (je parle aussi pour une amie) qui subissez de plein fouet le rachat par Orange et les changements d’habitudes, de tarifications etc… Bah clairement ce n’est pas le top parce que vous étiez la avant Orange et pourtant tout est modifié petit à petit. Le bon côté, c’est que vu les tarifs bancaires qui étaient appliqués chez Groupama, vous n’aurez aucun mal à vous tourner vers un autre établissement physique avec la proximité que vous trouviez chez Groupama au même prix voir moins cher. Alors je vous accorde certes ce n’est pas de votre faute et cela peut sembler injuste mais tout comme une banque physique qui ferme son point d’accueil dans une petite ville, les clients ont tout intérêt à se tourner vers les autres établissements qui restent en proximité et se séparer de celui qui part. Et c’est d’ailleurs ce que mon amie à fait, même si pour elle il y a le côté « injuste » de l’ancienneté… En conclusion, vous voulez un compte dans un établissement français, vous n’utilisez pas le découvert, du pas cher, en total dématérialisation rapide et efficace, OrangeBank vous correspond. Si ce n’est pas le cas, vous rencontrerez des frustrations et ne serez pas satisfait."
Complètement nul,2020-03-27T13:59:16Z,1,"Impossible d'ouvrir un compte car la vidéo, avec la caméra de mon ordinateur ne me reconnaît pas. Impossible de poursuivre avec mon téléphone (des fois que la vidéo fonctionne mieux) car on me demande le lien reçu par mail, que je n'ai pas reçu. A titre de comparaison, j'avais ouvert une compte chez N26 en 10 minutes sans aucun besoin de courrier papier ni de vidéo pour confirmer mon identité. Pour Orange, il faudrait pouvoir donner 0 étoiles !"
depuis 10 jours j'essais de joindre…,2020-03-24T10:43:45Z,1,"depuis 10 jours j'essais de joindre orange banque et c'est impossible j'ai envoyé 2 mails ,pas de réponse , je quitte cette banque etcela ne va pas etre simple! fuyez !!!"
Une catastrophe,2020-03-23T08:17:27Z,1,"Une catastrophe – de très grosses insuffisances – à fuirL’application marche quand elle veut ; le message : “ désolé, le service est momentanément indisponible. Pouvez vous essayer plus tard” est quotidien.Le service client est injoignable, vous pouvez toujours envoyer des mails, ou des courriers, il n’y a pas de réponse.Le paiement carte marche bien, sauf qu’à deux reprises j’ai été débité 2x pour le même achat ; là c’est galère pour rectifier l’écriture.Le seul intérêt finalement reste la prime de bienvenue, il faut la prendre et mettre le compte en sommeil, ou le résilier, mais ne jamais en faire un compte principal."
Escrocs avec un grand E!!!!,2020-03-20T16:36:32Z,1,"Escrocs avec un grand E!!!!A fuir, énormément d'incidents, le service client prends ses clients pour des c o n s!!! Il y a 2 ans j'avais demandé une hausse de mon plafond de paiement de ma carte bleu, j,ai reçu un courrier comme quoi c'etait accepter puis impossible de payer! J'appelle le service clients, ils me disent que ma demande a été refusé ( alors que javais le courrier qui disait le contraire !!!) De plus, javais souscrit a l'alerte sms qui me previens quand jarrive oi je suis a découvert et depuis 1 an, plus de sms, ont ne me previens plus sans prevenir justement et sans raison!!! J'ai appeler pour demander des explications, pas foutu d'en avoir alors on m'avait promi 2 mois de remboursement de frais de gestion prélevé: j'en ai jamais vu la couleur!!! Je regularise ma situation l'autre jour vu que j'au recu un courrier (a 15€ biensur) m'informant que jetait a decouvert, je regularise et j'envoie un mail comme quoi j'ai gait un virement pour régulariser, le jour même, ont me prélève un nouveau courrier mais a 30€ cette fois, une commission d'intervention de 14€ et des frais pour compte débiteur de 14€ également !!! J'appelle sa de l'escroquerie avec un grand E"
Impossible d'ouvrir un compte,2020-03-11T15:23:37Z,1,Impossible d'ouvrir un compte ou de joindre leur service client.N26 ou Revolut c'est fait en 24h... mon choix est fait.
Une catastrophe - de grosses insuffisances - à fuir,2020-03-08T20:30:55Z,1,"Une catastrophe – de très grosses insuffisances – à fuir.L’application marche quand elle veut ; le message : “ Désolé, le service est momentanément indisponible. Pouvez vous essayer plus tard” est quotidien.Le service client est injoignable, vous pouvez toujours envoyer des mails, ou des courriers, il n’y a pas de réponse.Le paiement carte marche bien, sauf qu’à deux reprises j’ai été débité 2x pour le même achat ; là c’est galère pour rectifier l’écriture.Le seul intérêt finalement reste la prime de bienvenue, il faut la prendre et mettre le compte en sommeil, ou le résilier, mais ne jamais en faire un compte principal."
ORANGE BANK A LE SERVICE CLIENT LE PIREDU SECTEUR,2020-03-06T09:13:37Z,1,"Ils sont injoignables et quand vous les avez au téléphone, ils vous raccrochent au nez."
Aucun intérêt d'y souscrire,2020-03-05T17:45:20Z,1,"Pas d'intérêt à souscrire l'offre Orange Bank à mon avis si ce n'est juste pour la prime de bienvenue. Je suis ancien banquier et cette offre en ligne présente les défauts suivants :1. Sav quasi inexistant2. Appli mobile très peu intuitive avec des bugs récurrents, bon courage pour naviguer :)3. Nombreux disfonctionnements de la carte de paiement. A ce jour c'est pour moi la banque la moins fiable sur les paiements quotidiens. Rejets sur paiements via TPE avec ou sans contact. Stations essences etc...Voilà, j'ai pu tester cette offre durant 2 ans environ et c'est le bilan que j'en dresse."
"La PIRE banque !!!! Fuyez, des menteurs, des voleurs.",2020-03-02T17:26:42Z,1,"La PIRE banque qui soit, honteux.Chèque reçu le 2février, envoyé dans la foulée.Le 25 il est enfin crédité et surprise le 26 il est retiré.Nous sommes le 2 mars, j'ai eu une femme absolument haïssable, hautaine et agressive au téléphone, qui ne pas du tout renseigné. Madame est ""expert"" mais ne dit pas ou est l'argent.Ensuite je rappel aujourd'hui et la, un homme tout aussi pédant me dit que ""c'est normal, il faut savoir si le chèque est valable, ils n'avancent pas l'argent"" et il ose aussi me dire que on ne pourra se servir de la carte et du reste de l'argent du compte car l'arrivée du chèque à impacté ceux-ci.Mais c'est une blague la ?Jamais on ne m'avait dit que j'aurai autant de problème à disposer de MON argent.Ils sont infectes, MENTEURS, VOLEURS, et inventent de manière de gérer l'argent en agressant les clients qu'ils volent...Je n'ai JAMAIS VU ÇA.Honteux, FUYEZ."
cliente depuis 8ans 0 considération,2020-03-02T17:22:40Z,1,"D’abord chez Groupama banque puis maintenant par obligation chez orange bank. J’ai toujours été très satisfaite de Groupama banque, après 8ans à leurs côtés il est temps d’en finir. Un prélèvement est effectué sur mon compte sorti de nul part. J’ai appelé 9 fois le service client en 10 jours et 2 mails envoyés pour enfin tomber sur quelqu’un. Je demande à quoi correspond ce prélèvement, on me répond que c’est tout simplement des frais car j’ai été à découvert de 201,13€. J’ai toujours eu un découvert autorisé de 200€ et ma carte est bloquée lorsque je l’atteint pour justement ne PAS PAYER DE FRAIS. Il m’est arrivé souvent d’être à découvert en 8ans et de dépasser de quelques euros le montant autorisé mais je n’ai jamais payé de frais. Le découvert n’est d’ailleurs pas du au fait que je n’ai pas d’argent puisque j’ai un livret A également chez eux donc ils le savent... mais je n’aime simplement pas avoir beaucoup d’argent sur mon compte courant.On m’apprend donc que depuis janvier 2020 je paie des frais de dépassement et que ma limite est passée de 200€ à 100€ sans même m’en avertir ni me demander mon avis. En plus de ça la conseillère me traiterai presque de menteuse quand je lui dis que je n’ai jamais été à -100€ mais toujours à -200€ de découvert autorisé.10 jours pour avoir une réponse, se faire traiter de menteuse et payer pour quelque chose pour lequel nous n’avions jamais payé avant. Dis sur un ton en plus... « madame vous avez bien eu un prélèvement de 651€ alors que vous n’aviez pas l’argent sur votre compte nous sommes d’accord? » l’air de dire que les 651€ sont du à mon shopping alors que c’est le prélèvement pour ma taxe d’habitation.Le meilleur moment a été celui où je lui ai tout simplement dit que j’allais clôturer mes comptes et qu’elle m’a répondu « très bien voici la procédure » bravo même pas un effort pour retenir une cliente de 8ans la formation du service client est excellente ... il est vrai qu’au vu des excellentes notes d’orange bank sur ce site celle ci doit tellement bien se porter quelle n’a pas besoin de retenir ses clients apparement.......Adios, bon débarras une banque chère, un service client en déclin. Extrêmement déçu j’étais bien mieux servi avec Groupama banque et à l’époque je touchais un salaire d’apprentie. Dire que j’ai refusé d’ouvrir un compte courant dans la banque ou j’ai fais un prêt immobilier car je ne voulais surtout pas quitter Groupama malgré leur insistance et l’organisation que ça me demande.... j’ai d’ailleurs été à découvert car suite à l’obtention de mon prêt j’ai été obligée de recevoir ma paie sur mon compte joint ouvert la bas, il faut donc que tous les mois je me transfère ma paie sur mon compte courant Groupama et cela demande 4 jours pour faire un virement chez Groupama... voici le pourquoi du comment j’ai été à découvert en fin de mois.... quelle imbecile j’ai été....Le pire de tout est que ma mère est salariée et ils le savent puisque c’est écrit dans mon dossier. Je me demande donc comment sont traités les clients classiques ????? Affligeant"
Très satisfaite des services,2020-02-27T18:39:20Z,5,"Très satisfaite des services. Et le tout sans avoir domicilié mes revenus. Rapide, pratique.Seul petit bémol le dépôt d'argent liquide. Je recommande."
Sur le point de finaliser l'ouverture…,2020-02-19T15:32:27Z,2,"Sur le point de finaliser l'ouverture d'un compte par un 1er virement après avoir attendu plus de 5 semaines mon n° de compte après ma souscription...validée le jour même !J'hésite à faire la démarche à la lecture des avis. Une collègue de boulot pourtant s'est dite satisfaite et l'offre est attractive.Le manque de communication directe ou de suivi réactif de la relation client est rédhibitoire. Un ex-futur client, frustré et surtout inquiet !"
a fuir,2020-02-19T13:15:00Z,1,le service client prend des heures voir des jours pour répondre quand appelle on vous raccroche pas au nez a fuir
Offres non respectée,2020-02-18T13:07:57Z,2,"Offre de bienvenue réservée aux clients Orange jamais reçue, plus de 2 mois et demi après l'ouverture de mon compte.Aucune réponse à ma réclamation formulée sur leur application. Je ne verrai jamais la couleur de ces 40 euros."
